# deltaRoads deltaRailways
0 4
0 27
0 2
0 3
0 4
0 3
0 0
0 4
0 3
0 4
0 5
0 1
0 0
0 1
0 3
0 15
0 4
0 3
0 4
0 3
0 4
0 0
0 3
0 4
0 3
0 4
0 32
0 0
2 0
4 0
0 0
4 0
0 0
4 0
7 0
1 0
0 0
