# null null
-4.5 0
0.644032 3.80755
0.652621 3.81349
0.676524 3.82787
0.683116 3.8313
0.69788 3.83816
0.699365 3.83879
0.70234 3.84002
0.714307 3.8445
0.718069 3.84576
0.721085 3.84673
0.723352 3.84742
0.724109 3.84765
0.725623 3.84809
0.728657 3.84895
0.729417 3.84916
0.734746 3.85053
0.740862 3.85195
0.741629 3.85211
0.745469 3.8529
0.747008 3.85319
0.752409 3.85414
0.75473 3.85451
0.755505 3.85462
0.757056 3.85485
0.762499 3.85555
0.7711 3.85638
0.771885 3.85644
0.779759 3.85688
0.780549 3.85691
0.785301 3.85702
0.81502 3.8555
0.826463 3.8539
0.829753 3.85334
0.837192 3.85191
17.0072 0
