# deltaRoadVehicles deltaRailVehicles
10 0 0 0 0 0 0 0 0 0 0 
512 0 1 0 0 0 1 0 0 0 0 
527 0 0 0 0 0 0 0 0 0 0 
933 0 1 0 0 0 0 0 1 0 0 
948 0 0 0 0 0 0 0 0 0 0 
978 0 3 0 0 0 0 0 3 0 0 
993 0 0 0 0 0 0 0 0 0 0 
2941 1 0 1 0 0 0 0 0 0 0 
2956 2 0 2 0 0 0 0 0 0 0 
2971 1 0 1 0 0 0 0 0 0 0 
3001 0 0 0 0 0 0 0 0 0 0 
5344 1 0 0 0 0 0 0 0 1 0 
5359 5 0 0 0 0 0 0 0 5 0 
5374 2 0 0 0 0 0 0 0 2 0 
5389 1 0 0 0 0 0 0 0 1 0 
5404 0 0 0 0 0 0 0 0 0 0 
7097 3 0 0 0 3 0 0 0 0 0 
7112 4 0 0 0 4 0 0 0 0 0 
7127 1 0 0 0 1 0 0 0 0 0 
7142 3 0 0 0 3 0 0 0 0 0 
7157 0 0 0 0 0 0 0 0 0 0 
7473 0 1 0 0 0 0 0 1 0 0 
7488 0 0 0 0 0 0 0 0 0 0 
7533 0 3 0 0 0 0 0 3 0 0 
7548 0 0 0 0 0 0 0 0 0 0 
8731 0 1 0 1 0 0 0 0 0 0 
8746 0 0 0 0 0 0 0 0 0 0 
8776 0 1 0 1 0 0 0 0 0 0 
8791 0 0 0 0 0 0 0 0 0 0 
11734 1 0 0 0 0 0 0 0 1 0 
11749 2 0 0 0 0 0 0 0 2 0 
11764 6 0 0 0 0 0 0 0 6 0 
11779 0 0 0 0 0 0 0 0 0 0 
14417 1 0 0 0 1 0 0 0 0 0 
14432 3 0 0 0 3 0 0 0 0 0 
14447 4 0 0 0 4 0 0 0 0 0 
14462 1 0 0 0 1 0 0 0 0 0 
14477 0 0 0 0 0 0 0 0 0 0 
18288 1 0 0 0 0 0 1 0 0 0 
18303 0 0 0 0 0 0 0 0 0 0 
18318 2 0 0 0 0 0 2 0 0 0 
18348 0 0 0 0 0 0 0 0 0 0 
18466 0 1 0 1 0 0 0 0 0 0 
18481 0 0 0 0 0 0 0 0 0 0 
18514 0 1 0 0 0 0 0 0 0 1 
18529 0 0 0 0 0 0 0 0 0 0 
18559 0 5 0 0 0 0 0 0 0 5 
18574 0 0 0 0 0 0 0 0 0 0 
24319 0 1 0 0 0 0 0 0 0 1 
24334 0 0 0 0 0 0 0 0 0 0 
24364 0 3 0 0 0 0 0 0 0 3 
24379 0 0 0 0 0 0 0 0 0 0 
24601 0 1 0 1 0 0 0 0 0 0 
24616 0 0 0 0 0 0 0 0 0 0 
24646 0 3 0 3 0 0 0 0 0 0 
24661 0 0 0 0 0 0 0 0 0 0 
25577 0 1 0 0 0 1 0 0 0 0 
25592 0 0 0 0 0 0 0 0 0 0 
25622 0 5 0 0 0 5 0 0 0 0 
25637 0 0 0 0 0 0 0 0 0 0 
