# null null
0.0106485 -8.32638
0 3.23536
0 42.6732
12.9383 0.0175219
12.9384 0.0173287
12.9385 0.0168261
12.9385 0.0165299
12.9386 0.0162457
12.9386 0.0159737
12.9387 0.0154967
12.9388 0.0149105
12.9388 0.014718
12.9389 0.01415
12.9389 0.0140294
12.9389 0.0137413
12.939 0.0134358
12.939 0.0126459
12.9391 0.0124891
12.9391 0.0124262
12.9391 0.0121578
12.9391 0.0117598
12.9391 0.0116476
12.9392 0.0107879
12.9392 0.0106236
12.9392 0.0101266
12.9392 0.00992609
12.9392 0.00962901
12.9392 0.00931838
12.9393 0.00882211
12.9393 0.00856299
12.9393 0.00816246
12.9393 0.0078815
12.9393 0.00731367
12.9393 0.00686453
12.9392 0.00591431
12.9392 0.00571049
12.9392 0.00507405
12.9392 0.00486605
12.9392 0.00459983
12.9391 0.00406221
12.9391 0.00345889
12.9391 0.00322303
12.939 0.00256753
12.939 0.00240707
12.9389 0.00182038
12.9389 0.00151372
12.9388 0.000956172
12.9387 0.000538482
12.9387 0.000370267
12.9387 3.1876e-05
12.9386 -0.000480703
12.9385 -0.000631341
12.9385 -0.000934188
12.9383 -0.00187763
12.9383 -0.00214455
12.9382 -0.0026607
12.9379 -0.00385014
12.9378 -0.00410584
12.9377 -0.00469246
12.9376 -0.00507193
12.9373 -0.0060347
12.9373 -0.00613209
12.9372 -0.00654839
12.9368 -0.00776976
12.9367 -0.00822666
12.9365 -0.00868808
12.9365 -0.00886877
12.9362 -0.00978275
12.9357 -0.0110657
12.9355 -0.0114739
12.9354 -0.0119683
12.9352 -0.0123286
12.9351 -0.0126636
12.9349 -0.0130291
12.9348 -0.0132838
12.9348 -0.0133974
12.9347 -0.0136541
12.9344 -0.0142583
12.9342 -0.0146653
12.9337 -0.0159069
12.9336 -0.0160268
12.9334 -0.016358
12.9325 -0.0182674
12.9324 -0.0183931
12.9321 -0.018931
12.932 -0.0191861
12.9316 -0.0198944
12.9314 -0.020383
12.9312 -0.0207114
12.9306 -0.0217094
12.9306 -0.0217767
12.9297 -0.0232784
12.9296 -0.0234518
12.9274 -0.0267873
12.9273 -0.0269727
12.9253 -0.0299131
12.9252 -0.0299917
12.9239 -0.0317089
12.923 -0.0328568
12.92 -0.0366289
12.9187 -0.0381575
12.9181 -0.0387993
12.9176 -0.0394018
12.9148 -0.0424156
12.911 -0.0463279
12.91 -0.0473352
12.9096 -0.0477645
12.907 -0.0502964
12.9056 -0.0515468
12.8982 -0.0581603
12.8963 -0.0597852
12.894 -0.0617261
12.886 -0.0680964
12.8843 -0.0693913
12.8735 -0.0774266
12.8702 -0.0797411
12.8695 -0.0802873
12.8684 -0.0810229
12.8665 -0.0823308
12.8463 -0.0958077
