# null null
0 -1.49202
-2.60181 0.0503968
-2.60279 0.0509927
-2.60328 0.0513052
-2.60626 0.0534151
-2.60726 0.0542209
-2.6093 0.0560198
-2.60981 0.0565137
-2.61032 0.0570272
-2.61288 0.0599356
-2.61338 0.0605961
-2.61388 0.0612871
-2.61541 0.0639676
-2.61638 0.066257
-2.61714 0.0689251
-2.61714 0.0692113
-2.61713 0.0697951
-2.61711 0.0703944
-2.61706 0.0713239
-2.61703 0.0716423
-2.61697 0.0722925
-2.61694 0.0726246
-2.61681 0.0736502
-2.61664 0.0747224
-2.6165 0.0754649
-2.61643 0.0758449
-2.61635 0.0762311
-2.61596 0.0778397
-2.61515 0.0804668
-2.61422 0.0828842
-2.613 0.0855474
-2.61271 0.0861133
-2.61208 0.0872817
-2.61138 0.0885016
0 4.47266
20.6365 0.00110367
20.6367 0.00106479
20.6367 0.00105614
20.6368 0.00103882
20.6369 0.00100844
20.637 0.000991042
20.637 0.000986687
20.6371 0.00095614
20.6371 0.000943013
20.6372 0.000925474
20.6372 0.000916689
20.6373 0.000903488
20.6373 0.00089026
20.6373 0.000877005
20.6374 0.000854848
20.6375 0.000828144
20.6375 0.000796822
20.6376 0.000774329
20.6376 0.000756259
20.6377 0.000719904
20.6377 0.000710768
20.6378 0.000678639
20.6378 0.000655536
20.6378 0.0006509
20.6378 0.000632298
20.6379 0.000618289
20.6379 0.000594824
20.638 0.000542665
20.638 0.000533098
20.638 0.0005187
20.638 0.000509066
20.638 0.000504239
20.638 0.000494564
20.638 0.000479999
20.6381 0.000465369
20.6381 0.000445761
20.6381 0.000411151
20.6381 0.0003912
20.6381 0.000386192
20.6381 0.000371119
20.6381 0.000366079
20.6382 0.000340744
20.6382 0.000304907
20.6382 0.000268619
20.6382 0.000247672
20.6382 0.000231858
20.6382 0.000215953
20.6382 0.00021063
20.6382 0.000189236
20.6383 0.000173079
20.6383 0.000162253
20.6383 0.000134993
20.6383 0.000107446
20.6383 6.83804e-05
20.6383 5.1453e-05
20.6383 2.87048e-05
20.6383 -4.08166e-05
20.6383 -8.23043e-05
20.6383 -0.000118448
20.6383 -0.000155151
20.6382 -0.000192443
20.6382 -0.000211316
20.6382 -0.000249539
20.6382 -0.000275383
20.6382 -0.000327984
20.6382 -0.000354759
20.6381 -0.000388695
20.6381 -0.000451154
20.638 -0.000493828
20.638 -0.000522763
20.638 -0.000552103
20.6379 -0.000559504
20.6378 -0.000635003
20.6377 -0.000689568
20.6377 -0.000718322
20.6377 -0.000727564
20.6376 -0.000760327
20.6376 -0.000779351
20.6375 -0.000793768
20.6375 -0.000818088
20.6373 -0.000872946
20.6373 -0.00088313
20.6373 -0.00089853
20.6372 -0.000919306
20.6372 -0.0009298
20.6371 -0.00096172
20.6369 -0.0010109
20.6369 -0.00101646
20.6367 -0.00105601
20.6367 -0.00106751
20.6366 -0.0010791
20.6366 -0.00108493
20.6363 -0.00115067
20.6362 -0.00116295
20.636 -0.00119415
20.6356 -0.00125215
20.635 -0.00133365
20.6346 -0.00137643
20.6343 -0.00139839
