# ValueCount deltaRoadVehicles
10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1134 1 1 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 0 
1149 2 2 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 2 2 0 
1179 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 
2360 4 1 4 0 4 0 4 0 4 0 4 1 4 0 4 0 4 0 4 0 4 0 
2390 5 2 5 0 5 0 5 0 5 0 5 2 5 0 5 0 5 0 5 0 5 0 
2405 6 1 6 0 6 0 6 0 6 0 6 1 6 0 6 0 6 0 6 0 6 0 
2420 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 7 0 
3023 8 2 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 2 8 0 8 0 
3038 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 
3053 10 3 10 0 10 0 10 0 10 0 10 0 10 0 10 0 10 3 10 0 10 0 
3068 11 2 11 0 11 0 11 0 11 0 11 0 11 0 11 0 11 2 11 0 11 0 
3083 12 0 12 0 12 0 12 0 12 0 12 0 12 0 12 0 12 0 12 0 12 0 
4636 13 1 13 1 13 0 13 0 13 0 13 0 13 0 13 0 13 0 13 0 13 0 
4651 14 2 14 2 14 0 14 0 14 0 14 0 14 0 14 0 14 0 14 0 14 0 
4666 15 3 15 3 15 0 15 0 15 0 15 0 15 0 15 0 15 0 15 0 15 0 
4681 16 1 16 1 16 0 16 0 16 0 16 0 16 0 16 0 16 0 16 0 16 0 
4696 17 0 17 0 17 0 17 0 17 0 17 0 17 0 17 0 17 0 17 0 17 0 
6288 18 1 18 0 18 0 18 1 18 0 18 0 18 0 18 0 18 0 18 0 18 0 
6318 19 2 19 0 19 0 19 2 19 0 19 0 19 0 19 0 19 0 19 0 19 0 
6348 20 0 20 0 20 0 20 0 20 0 20 0 20 0 20 0 20 0 20 0 20 0 
8735 21 1 21 0 21 0 21 0 21 0 21 1 21 0 21 0 21 0 21 0 21 0 
8750 22 0 22 0 22 0 22 0 22 0 22 0 22 0 22 0 22 0 22 0 22 0 
8765 23 2 23 0 23 0 23 0 23 0 23 2 23 0 23 0 23 0 23 0 23 0 
8795 24 0 24 0 24 0 24 0 24 0 24 0 24 0 24 0 24 0 24 0 24 0 
12347 25 1 25 0 25 1 25 0 25 0 25 0 25 0 25 0 25 0 25 0 25 0 
12377 26 2 26 0 26 2 26 0 26 0 26 0 26 0 26 0 26 0 26 0 26 0 
12392 27 1 27 0 27 1 27 0 27 0 27 0 27 0 27 0 27 0 27 0 27 0 
12407 28 0 28 0 28 0 28 0 28 0 28 0 28 0 28 0 28 0 28 0 28 0 
12892 29 1 29 0 29 0 29 0 29 0 29 0 29 0 29 1 29 0 29 0 29 0 
12922 30 2 30 0 30 0 30 0 30 0 30 0 30 0 30 2 30 0 30 0 30 0 
12952 31 0 31 0 31 0 31 0 31 0 31 0 31 0 31 0 31 0 31 0 31 0 
13028 32 1 32 0 32 0 32 0 32 0 32 0 32 0 32 0 32 1 32 0 32 0 
13043 33 0 33 0 33 0 33 0 33 0 33 0 33 0 33 0 33 0 33 0 33 0 
13058 34 2 34 0 34 0 34 0 34 0 34 0 34 0 34 0 34 2 34 0 34 0 
13088 35 0 35 0 35 0 35 0 35 0 35 0 35 0 35 0 35 0 35 0 35 0 
14750 36 1 36 0 36 0 36 0 36 0 36 1 36 0 36 0 36 0 36 0 36 0 
14765 37 3 37 0 37 0 37 0 37 0 37 3 37 0 37 0 37 0 37 0 37 0 
14795 38 0 38 0 38 0 38 0 38 0 38 0 38 0 38 0 38 0 38 0 38 0 
16146 39 1 39 0 39 0 39 0 39 0 39 0 39 1 39 0 39 0 39 0 39 0 
16176 40 2 40 0 40 0 40 0 40 0 40 0 40 2 40 0 40 0 40 0 40 0 
16206 41 0 41 0 41 0 41 0 41 0 41 0 41 0 41 0 41 0 41 0 41 0 
17313 42 1 42 0 42 0 42 1 42 0 42 0 42 0 42 0 42 0 42 0 42 0 
17328 43 2 43 0 43 0 43 2 43 0 43 0 43 0 43 0 43 0 43 0 43 0 
17373 44 0 44 0 44 0 44 0 44 0 44 0 44 0 44 0 44 0 44 0 44 0 
20379 45 1 45 0 45 0 45 0 45 0 45 0 45 0 45 0 45 0 45 1 45 0 
20409 46 3 46 0 46 0 46 0 46 0 46 0 46 0 46 0 46 0 46 3 46 0 
20424 47 1 47 0 47 0 47 0 47 0 47 0 47 0 47 0 47 0 47 1 47 0 
20439 48 0 48 0 48 0 48 0 48 0 48 0 48 0 48 0 48 0 48 0 48 0 
22309 49 1 49 0 49 0 49 0 49 1 49 0 49 0 49 0 49 0 49 0 49 0 
22339 50 2 50 0 50 0 50 0 50 2 50 0 50 0 50 0 50 0 50 0 50 0 
22354 51 1 51 0 51 0 51 0 51 1 51 0 51 0 51 0 51 0 51 0 51 0 
22369 52 0 52 0 52 0 52 0 52 0 52 0 52 0 52 0 52 0 52 0 52 0 
22757 53 1 53 0 53 1 53 0 53 0 53 0 53 0 53 0 53 0 53 0 53 0 
22772 54 0 54 0 54 0 54 0 54 0 54 0 54 0 54 0 54 0 54 0 54 0 
22787 55 2 55 0 55 2 55 0 55 0 55 0 55 0 55 0 55 0 55 0 55 0 
22802 56 3 56 0 56 3 56 0 56 0 56 0 56 0 56 0 56 0 56 0 56 0 
22817 57 0 57 0 57 0 57 0 57 0 57 0 57 0 57 0 57 0 57 0 57 0 
23316 58 1 58 0 58 0 58 0 58 0 58 0 58 1 58 0 58 0 58 0 58 0 
23346 59 2 59 0 59 0 59 0 59 0 59 0 59 2 59 0 59 0 59 0 59 0 
23361 60 1 60 0 60 0 60 0 60 0 60 0 60 1 60 0 60 0 60 0 60 0 
23376 61 0 61 0 61 0 61 0 61 0 61 0 61 0 61 0 61 0 61 0 61 0 
