# deltaRoads deltaRailways
10 0 0 0 0 0 0 0 0 0 0 
121 6 0 6 0 0 0 0 0 0 0 
122 0 7 6 0 0 7 0 0 0 0 
123 0 8 6 0 0 7 0 8 0 0 
124 2 0 6 0 0 7 0 8 2 0 
137 0 10 6 0 0 10 0 8 2 0 
139 2.5 5 6 0 0 10 0 10 5 0 
151 4 0 4 0 0 10 0 10 5 0 
152 0 12 4 0 0 12 0 10 5 0 
166 0 6 0 0 0 12 0 12 5 0 
167 0 1 0 0 0 1 0 12 5 0 
168 0 7 0 0 0 1 0 7 5 0 
169 4 0 0 0 0 1 0 7 4 0 
182 0 0 0 0 0 0 0 7 4 0 
183 0 3 0 0 0 0 0 3 4 0 
184 0 0 0 0 0 0 0 3 0 0 
198 0 16 0 0 0 0 0 16 0 0 
213 0 2 0 0 0 0 0 2 0 0 
228 0 4 0 0 0 0 0 4 0 0 
243 0 3 0 0 0 0 0 3 0 0 
258 0 6 0 0 0 0 0 6 0 0 
273 0 4 0 0 0 0 0 4 0 0 
288 0 3 0 0 0 0 0 3 0 0 
303 0 2 0 0 0 0 0 2 0 0 
318 0 4 0 0 0 0 0 4 0 0 
333 0 6 0 0 0 0 0 6 0 0 
363 0 4 0 0 0 0 0 4 0 0 
377 0 5 0 0 0 5 0 4 0 0 
378 0 0 0 0 0 5 0 0 0 0 
392 0 4 0 0 0 4 0 0 0 0 
407 0 3 0 0 0 3 0 0 0 0 
408 0 4 0 0 0 3 0 4 0 0 
423 0 3.5 0 0 0 4 0 3 0 0 
438 0 4 0 0 0 4 0 4 0 0 
452 0 6 0 0 0 6 0 4 0 0 
453 0 2 0 0 0 6 0 2 0 0 
467 0 3 0 0 0 3 0 2 0 0 
468 0 0 0 0 0 3 0 0 0 0 
482 0 4 0 0 0 4 0 0 0 0 
512 0 1 0 0 0 1 0 0 0 0 
527 0 0 0 0 0 0 0 0 0 0 
648 0 3 0 0 0 0 0 3 0 0 
678 0 4 0 0 0 0 0 4 0 0 
723 0 3 0 0 0 0 0 3 0 0 
738 0 4 0 0 0 0 0 4 0 0 
753 0 1 0 0 0 0 0 1 0 0 
768 0 0 0 0 0 0 0 0 0 0 
843 0 1 0 0 0 0 0 1 0 0 
858 0 6 0 0 0 0 0 6 0 0 
873 0 4 0 0 0 0 0 4 0 0 
903 0 3 0 0 0 0 0 3 0 0 
918 0 15 0 0 0 0 0 15 0 0 
933 0 0 0 0 0 0 0 0 0 0 
2641 6 0 6 0 0 0 0 0 0 0 
2656 8 0 8 0 0 0 0 0 0 0 
2686 10 0 10 0 0 0 0 0 0 0 
2701 8 0 8 0 0 0 0 0 0 0 
2731 6 0 6 0 0 0 0 0 0 0 
2746 8 0 8 0 0 0 0 0 0 0 
2776 27 0 27 0 0 0 0 0 0 0 
2791 5 0 5 0 0 0 0 0 0 0 
2806 8 0 8 0 0 0 0 0 0 0 
2851 6 0 6 0 0 0 0 0 0 0 
2866 8 0 8 0 0 0 0 0 0 0 
2881 13 0 13 0 0 0 0 0 0 0 
2896 7 0 7 0 0 0 0 0 0 0 
2911 6 0 6 0 0 0 0 0 0 0 
2926 4 0 4 0 0 0 0 0 0 0 
2941 0 0 0 0 0 0 0 0 0 0 
5104 6 0 0 0 0 0 0 0 6 0 
5134 8 0 0 0 0 0 0 0 8 0 
5149 7 0 0 0 0 0 0 0 7 0 
5161 2 0 2 0 0 0 0 0 7 0 
5176 0 0 0 0 0 0 0 0 7 0 
5179 6 0 0 0 0 0 0 0 6 0 
5194 42 0 0 0 0 0 0 0 42 0 
5209 10 0 0 0 0 0 0 0 10 0 
5224 8 0 0 0 0 0 0 0 8 0 
5239 6 0 0 0 0 0 0 0 6 0 
5254 8 0 0 0 0 0 0 0 8 0 
5284 26 0 0 0 0 0 0 0 26 0 
5299 7 0 0 0 0 0 0 0 7 0 
5329 6 0 0 0 0 0 0 0 6 0 
5344 0 0 0 0 0 0 0 0 0 0 
5372 4 0 0 0 4 0 0 0 0 0 
5402 7 0 0 0 7 0 0 0 0 0 
5417 1 0 0 0 1 0 0 0 0 0 
5432 0 0 0 0 0 0 0 0 0 0 
5808 0 9 0 0 0 0 0 9 0 0 
5823 0 7 0 0 0 0 0 7 0 0 
5838 0 12 0 0 0 0 0 12 0 0 
5853 0 7 0 0 0 0 0 7 0 0 
5868 0 6 0 0 0 0 0 6 0 0 
5883 0 13 0 0 0 0 0 13 0 0 
5898 0 2 0 0 0 0 0 2 0 0 
5913 0 4 0 0 0 0 0 4 0 0 
5943 0 5 0 0 0 0 0 5 0 0 
5958 0 4 0 0 0 0 0 4 0 0 
5973 0 3 0 0 0 0 0 3 0 0 
6003 0 7 0 0 0 0 0 7 0 0 
6018 0 8 0 0 0 0 0 8 0 0 
6033 0 4 0 0 0 0 0 4 0 0 
6063 0 0 0 0 0 0 0 0 0 0 
6723 0 3 0 0 0 0 0 3 0 0 
6738 0 4 0 0 0 0 0 4 0 0 
6783 0 3 0 0 0 0 0 3 0 0 
6798 0 4 0 0 0 0 0 4 0 0 
6813 0 8 0 0 0 0 0 8 0 0 
6828 0 4 0 0 0 0 0 4 0 0 
6843 0 0 0 0 0 0 0 0 0 0 
6917 2 0 0 0 2 0 0 0 0 0 
