# null null
27000 0 -1 
27000 0 2.99755 
27000 2.36789 0.000667059 
27000 2.36791 0.000649312 
27000 2.36792 0.000631654 
27000 2.36794 0.000596584 
27000 2.36795 0.000584965 
27000 2.36798 0.000550307 
27000 2.36799 0.000533085 
27000 2.368 0.000515932 
27000 2.36801 0.000490145 
27000 2.36803 0.000469461 
27000 2.36803 0.000457738 
27000 2.36804 0.000440281 
27000 2.36805 0.000428724 
27000 2.36806 0.000411508 
27000 2.36807 0.000391593 
27000 2.36808 0.000369046 
27000 2.36809 0.000352278 
27000 2.3681 0.000308105 
27000 2.36811 0.000286289 
27000 2.36812 0.000275443 
27000 2.36812 0.000256555 
27000 2.36813 0.000248495 
27000 2.36813 0.000227095 
27000 2.36814 0.000213786 
27000 2.36814 0.000208475 
27000 2.36814 0.00019523 
27000 2.36815 0.000187304 
27000 2.36815 0.000176758 
27000 2.36816 0.000147878 
27000 2.36816 0.000126973 
27000 2.36817 0.000113943 
27000 2.36817 9.57409e-05 
27000 2.36818 6.46251e-05 
27000 2.36818 3.61705e-05 
27000 2.36818 5.16614e-06 
27000 2.36819 -1.80842e-05 
27000 2.36819 -2.84218e-05 
27000 2.36819 -5.17007e-05 
27000 2.36819 -6.72413e-05 
27000 2.36819 -9.31952e-05 
27000 2.36819 -0.000114019 
27000 2.36819 -0.000124456 
27000 2.36819 -0.000145385 
27000 2.36819 -0.000163767 
27000 2.36819 -0.000174304 
27000 2.36819 -0.00018751 
27000 2.36819 -0.00021672 
27000 2.36819 -0.000232751 
27000 2.36818 -0.000256943 
27000 2.36818 -0.000284048 
27000 2.36818 -0.000300434 
27000 2.36817 -0.000322439 
27000 2.36817 -0.000341849 
27000 2.36816 -0.000367034 
27000 2.36815 -0.000403908 
27000 2.36815 -0.000418258 
27000 2.36814 -0.000438514 
27000 2.36814 -0.000458974 
27000 2.36813 -0.000491562 
27000 2.36811 -0.000524722 
27000 2.36811 -0.000546143 
27000 2.3681 -0.000564712 
27000 2.36809 -0.000580338 
27000 2.36808 -0.00059928 
27000 2.36808 -0.00060883 
27000 2.36807 -0.000624871 
27000 2.36806 -0.000641068 
27000 2.36806 -0.000647592 
27000 2.36805 -0.000667324 
27000 2.36804 -0.00067728 
27000 2.36803 -0.000704142 
27000 2.36802 -0.000728028 
27000 2.36801 -0.000738378 
27000 2.368 -0.000755785 
27000 2.36799 -0.000773391 
27000 2.36797 -0.000798389 
27000 2.36796 -0.00080923 
27000 2.36795 -0.000834837 
27000 2.36793 -0.000853401 
27000 2.36793 -0.000864653 
27000 2.36791 -0.00087979 
27000 2.36791 -0.000891246 
27000 2.36789 -0.000910541 
27000 2.36788 -0.000926164 
27000 2.36787 -0.000941956 
27000 2.36786 -0.000953914 
27000 2.36785 -0.000961942 
27000 2.36783 -0.000982208 
27000 2.36783 -0.000986296 
27000 2.36779 -0.00102783 
27000 2.36778 -0.00103628 
27000 2.36777 -0.00104905 
27000 2.36776 -0.00106194 
27000 2.36775 -0.00107495 
27000 2.36773 -0.00109248 
27000 2.36767 -0.00115098 
27000 2.36766 -0.00116483 
27000 2.36763 -0.00119295 
27000 2.36762 -0.00119769 
27000 2.36759 -0.00122646 
27000 2.36758 -0.00123619 
27000 2.36755 -0.00126079 
27000 2.36753 -0.00127576 
27000 2.36752 -0.00128583 
27000 2.36751 -0.00129089 
27000 2.36749 -0.00131131 
27000 2.36747 -0.00132682 
27000 2.36745 -0.0013425 
27000 2.36743 -0.00135306 
27000 2.36741 -0.00137439 
27000 2.36739 -0.00139061 
27000 2.36736 -0.00140701 
27000 2.36734 -0.0014236 
27000 2.36732 -0.00143477 
27000 2.36726 -0.00148033 
27000 2.36723 -0.00149779 
27000 2.36721 -0.00151547 
27000 2.3672 -0.00152141 
27000 2.36717 -0.00153937 
27000 2.36716 -0.00154541 
27000 2.36712 -0.00156982 
27000 2.36709 -0.0015884 
27000 2.36707 -0.00160091 
27000 2.36703 -0.00162627 
27000 2.367 -0.00164559 
27000 2.36697 -0.00166515 
27000 2.36693 -0.00168499 
27000 2.3669 -0.00170509 
27000 2.36688 -0.00171185 
27000 2.36681 -0.00175307 
27000 2.36677 -0.00177412 
27000 2.36676 -0.0017812 
27000 2.36673 -0.00179547 
27000 2.36671 -0.00180265 
27000 2.3667 -0.00180987 
27000 2.36661 -0.00185392 
27000 2.36658 -0.00186889 
27000 2.36655 -0.00188402 
27000 2.36654 -0.00189163 
27000 2.36644 -0.00193816 
27000 2.36642 -0.00194605 
27000 2.36639 -0.00196196 
27000 2.36637 -0.00196998 
27000 2.36633 -0.00198614 
27000 2.36629 -0.00200247 
27000 2.36616 -0.00206103 
